time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-02-15 00:00:00+00:00,9,7,,
2025-02-16 00:00:00+00:00,7,5,,
2025-02-17 00:00:00+00:00,1,1,,
2025-02-21 00:00:00+00:00,1,1,,
