time_iso8601,clones_total,clones_unique,views_total,views_unique
2026-01-10 00:00:00+00:00,30,22,0,0
2026-01-11 00:00:00+00:00,34,26,1,1
2026-01-12 00:00:00+00:00,36,26,1,1
2026-01-13 00:00:00+00:00,25,17,0,0
2026-01-14 00:00:00+00:00,30,22,0,0
2026-01-15 00:00:00+00:00,23,14,0,0
2026-01-16 00:00:00+00:00,31,22,0,0
2026-01-17 00:00:00+00:00,26,20,0,0
2026-01-18 00:00:00+00:00,45,35,0,0
2026-01-19 00:00:00+00:00,35,24,0,0
2026-01-20 00:00:00+00:00,33,21,0,0
2026-01-21 00:00:00+00:00,38,24,0,0
2026-01-22 00:00:00+00:00,34,22,0,0
2026-01-23 00:00:00+00:00,36,22,0,0
