time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-05-29 00:00:00+00:00,35,25,,
2025-05-30 00:00:00+00:00,31,19,1.0,1.0
2025-05-31 00:00:00+00:00,24,17,,
2025-06-01 00:00:00+00:00,31,22,,
2025-06-02 00:00:00+00:00,23,14,,
2025-06-03 00:00:00+00:00,28,16,,
2025-06-04 00:00:00+00:00,28,20,,
2025-06-05 00:00:00+00:00,17,12,,
2025-06-06 00:00:00+00:00,30,21,1.0,1.0
2025-06-07 00:00:00+00:00,31,20,,
2025-06-08 00:00:00+00:00,35,23,,
2025-06-09 00:00:00+00:00,32,21,,
2025-06-10 00:00:00+00:00,22,15,,
2025-06-11 00:00:00+00:00,27,18,,
