time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-05-01 00:00:00+00:00,32,22,,
2025-05-02 00:00:00+00:00,24,15,,
2025-05-03 00:00:00+00:00,27,18,,
2025-05-04 00:00:00+00:00,25,17,,
2025-05-05 00:00:00+00:00,31,20,,
2025-05-06 00:00:00+00:00,26,17,,
2025-05-07 00:00:00+00:00,33,22,4.0,1.0
2025-05-08 00:00:00+00:00,30,17,1.0,1.0
2025-05-09 00:00:00+00:00,23,14,,
2025-05-10 00:00:00+00:00,32,20,,
2025-05-11 00:00:00+00:00,31,20,,
2025-05-12 00:00:00+00:00,24,17,,
2025-05-13 00:00:00+00:00,32,22,1.0,1.0
2025-05-14 00:00:00+00:00,22,15,3.0,1.0
