time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-09-05 00:00:00+00:00,13,6,,
2025-09-06 00:00:00+00:00,63,33,,
2025-09-07 00:00:00+00:00,11,6,,
2025-09-08 00:00:00+00:00,18,10,,
2025-09-09 00:00:00+00:00,15,8,,
2025-09-10 00:00:00+00:00,21,11,,
2025-09-11 00:00:00+00:00,18,11,,
2025-09-12 00:00:00+00:00,18,11,,
2025-09-13 00:00:00+00:00,16,9,,
2025-09-14 00:00:00+00:00,19,12,,
2025-09-15 00:00:00+00:00,14,7,,
2025-09-16 00:00:00+00:00,16,10,,
2025-09-17 00:00:00+00:00,19,10,,
2025-09-18 00:00:00+00:00,15,8,1.0,1.0
