time_iso8601,clones_total,clones_unique,views_total,views_unique
2026-04-30 00:00:00+00:00,69,26,0,0
2026-05-01 00:00:00+00:00,72,23,1,1
2026-05-02 00:00:00+00:00,83,31,2,2
2026-05-03 00:00:00+00:00,67,28,0,0
2026-05-04 00:00:00+00:00,56,26,0,0
2026-05-05 00:00:00+00:00,110,40,0,0
2026-05-06 00:00:00+00:00,64,37,0,0
2026-05-07 00:00:00+00:00,87,46,0,0
2026-05-08 00:00:00+00:00,37,27,2,2
2026-05-09 00:00:00+00:00,39,20,4,4
2026-05-10 00:00:00+00:00,26,18,9,9
2026-05-11 00:00:00+00:00,34,17,3,3
2026-05-12 00:00:00+00:00,32,20,0,0
2026-05-13 00:00:00+00:00,54,21,3,3
