time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-08-15 00:00:00+00:00,18,10,,
2025-08-16 00:00:00+00:00,19,10,,
2025-08-17 00:00:00+00:00,19,11,,
2025-08-18 00:00:00+00:00,21,12,,
2025-08-19 00:00:00+00:00,18,12,,
2025-08-20 00:00:00+00:00,18,11,,
2025-08-21 00:00:00+00:00,14,9,,
2025-08-22 00:00:00+00:00,16,10,,
2025-08-23 00:00:00+00:00,27,16,,
2025-08-24 00:00:00+00:00,19,11,,
2025-08-25 00:00:00+00:00,27,13,,
2025-08-26 00:00:00+00:00,14,7,,
2025-08-27 00:00:00+00:00,21,12,,
2025-08-28 00:00:00+00:00,15,9,,
