time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-12-24 00:00:00+00:00,17,11,0,0
2025-12-25 00:00:00+00:00,32,19,0,0
2025-12-26 00:00:00+00:00,31,18,0,0
2025-12-27 00:00:00+00:00,25,15,0,0
2025-12-28 00:00:00+00:00,24,13,0,0
2025-12-29 00:00:00+00:00,33,19,0,0
2025-12-30 00:00:00+00:00,43,27,1,1
2025-12-31 00:00:00+00:00,26,20,2,2
2026-01-01 00:00:00+00:00,31,22,1,1
2026-01-02 00:00:00+00:00,29,22,0,0
2026-01-03 00:00:00+00:00,23,15,0,0
2026-01-04 00:00:00+00:00,23,17,1,1
2026-01-05 00:00:00+00:00,23,15,0,0
2026-01-06 00:00:00+00:00,28,18,3,2
