time_iso8601,clones_total,clones_unique,views_total,views_unique
2026-07-23 00:00:00+00:00,23,15,4,4
2026-07-24 00:00:00+00:00,21,19,0,0
2026-07-25 00:00:00+00:00,13,11,4,4
2026-07-26 00:00:00+00:00,19,9,3,3
2026-07-27 00:00:00+00:00,15,10,1,1
2026-07-28 00:00:00+00:00,37,24,0,0
2026-07-29 00:00:00+00:00,9,4,0,0
2026-07-30 00:00:00+00:00,23,15,0,0
2026-07-31 00:00:00+00:00,31,20,3,3
2026-08-01 00:00:00+00:00,29,15,1,1
2026-08-02 00:00:00+00:00,77,41,5,5
2026-08-03 00:00:00+00:00,28,20,1,1
2026-08-04 00:00:00+00:00,27,19,0,0
2026-08-05 00:00:00+00:00,32,16,2,2
