time_iso8601,clones_total,clones_unique,views_total,views_unique
2026-06-09 00:00:00+00:00,55,24,0,0
2026-06-10 00:00:00+00:00,63,28,3,3
2026-06-11 00:00:00+00:00,60,37,0,0
2026-06-12 00:00:00+00:00,22,13,1,1
2026-06-13 00:00:00+00:00,78,30,0,0
2026-06-14 00:00:00+00:00,94,35,0,0
2026-06-15 00:00:00+00:00,59,25,4,4
2026-06-16 00:00:00+00:00,43,23,1,1
2026-06-17 00:00:00+00:00,51,19,1,1
2026-06-18 00:00:00+00:00,45,17,0,0
2026-06-19 00:00:00+00:00,86,32,1,1
2026-06-20 00:00:00+00:00,80,32,0,0
2026-06-21 00:00:00+00:00,111,45,0,0
2026-06-22 00:00:00+00:00,117,44,0,0
