time_iso8601,clones_total,clones_unique,views_total,views_unique
2026-04-20 00:00:00+00:00,105,63,1,1
2026-04-21 00:00:00+00:00,134,83,1,1
2026-04-22 00:00:00+00:00,154,88,28,28
2026-04-23 00:00:00+00:00,232,111,0,0
2026-04-24 00:00:00+00:00,179,97,2,1
2026-04-25 00:00:00+00:00,101,63,1,1
2026-04-26 00:00:00+00:00,56,24,2,2
2026-04-27 00:00:00+00:00,77,38,2,1
2026-04-28 00:00:00+00:00,51,17,2,2
2026-04-29 00:00:00+00:00,47,18,0,0
2026-04-30 00:00:00+00:00,69,26,0,0
2026-05-01 00:00:00+00:00,72,23,1,1
2026-05-02 00:00:00+00:00,83,31,2,2
2026-05-03 00:00:00+00:00,67,28,0,0
