time_iso8601,clones_total,clones_unique,views_total,views_unique
2026-08-26 00:00:00+00:00,38,17,0,0
2026-08-27 00:00:00+00:00,23,16,1,1
2026-08-28 00:00:00+00:00,32,18,0,0
2026-08-29 00:00:00+00:00,31,19,2,2
2026-08-30 00:00:00+00:00,7,5,0,0
2026-08-31 00:00:00+00:00,41,28,0,0
2026-09-01 00:00:00+00:00,18,14,0,0
2026-09-02 00:00:00+00:00,23,19,2,2
2026-09-03 00:00:00+00:00,14,9,0,0
2026-09-04 00:00:00+00:00,24,15,0,0
2026-09-05 00:00:00+00:00,17,13,2,1
2026-09-06 00:00:00+00:00,21,15,0,0
2026-09-07 00:00:00+00:00,25,16,1,1
2026-09-08 00:00:00+00:00,20,12,1,1
