time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-10-04 00:00:00+00:00,16,9,1.0,1.0
2025-10-05 00:00:00+00:00,15,8,,
2025-10-06 00:00:00+00:00,28,13,,
2025-10-07 00:00:00+00:00,18,11,1.0,1.0
2025-10-08 00:00:00+00:00,13,6,,
2025-10-09 00:00:00+00:00,16,9,,
2025-10-10 00:00:00+00:00,14,8,,
2025-10-11 00:00:00+00:00,19,12,,
2025-10-12 00:00:00+00:00,14,8,1.0,1.0
2025-10-13 00:00:00+00:00,13,6,1.0,1.0
2025-10-14 00:00:00+00:00,28,20,,
2025-10-15 00:00:00+00:00,22,15,,
2025-10-16 00:00:00+00:00,18,10,1.0,1.0
2025-10-17 00:00:00+00:00,17,10,,
