time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-07-07 00:00:00+00:00,31,22,5.0,2.0
2025-07-08 00:00:00+00:00,21,14,1.0,1.0
2025-07-09 00:00:00+00:00,32,24,,
2025-07-10 00:00:00+00:00,22,16,,
2025-07-11 00:00:00+00:00,21,15,,
2025-07-12 00:00:00+00:00,24,17,3.0,2.0
2025-07-13 00:00:00+00:00,16,10,,
2025-07-14 00:00:00+00:00,23,15,2.0,1.0
2025-07-15 00:00:00+00:00,27,19,3.0,1.0
2025-07-16 00:00:00+00:00,23,17,1.0,1.0
2025-07-17 00:00:00+00:00,23,16,10.0,1.0
2025-07-18 00:00:00+00:00,24,15,5.0,1.0
2025-07-19 00:00:00+00:00,24,18,2.0,1.0
2025-07-20 00:00:00+00:00,32,22,,
