time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-08-01 00:00:00+00:00,22,14,,
2025-08-02 00:00:00+00:00,18,11,,
2025-08-03 00:00:00+00:00,32,20,,
2025-08-04 00:00:00+00:00,14,8,,
2025-08-05 00:00:00+00:00,22,11,,
2025-08-06 00:00:00+00:00,14,7,,
2025-08-07 00:00:00+00:00,20,11,,
2025-08-08 00:00:00+00:00,18,11,,
2025-08-09 00:00:00+00:00,22,14,1.0,1.0
2025-08-10 00:00:00+00:00,22,13,,
2025-08-11 00:00:00+00:00,23,15,,
2025-08-12 00:00:00+00:00,14,8,5.0,3.0
2025-08-13 00:00:00+00:00,18,10,1.0,1.0
2025-08-14 00:00:00+00:00,8,6,,
