time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-05-16 00:00:00+00:00,29,19,,
2025-05-17 00:00:00+00:00,32,20,,
2025-05-18 00:00:00+00:00,27,18,,
2025-05-19 00:00:00+00:00,23,15,,
2025-05-20 00:00:00+00:00,29,19,,
2025-05-21 00:00:00+00:00,31,19,,
2025-05-22 00:00:00+00:00,24,15,,
2025-05-23 00:00:00+00:00,34,23,,
2025-05-24 00:00:00+00:00,27,18,,
2025-05-25 00:00:00+00:00,27,19,,
2025-05-26 00:00:00+00:00,25,17,,
2025-05-27 00:00:00+00:00,18,12,4.0,1.0
2025-05-28 00:00:00+00:00,22,12,,
2025-05-29 00:00:00+00:00,35,25,,
