time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-12-16 00:00:00+00:00,28,20,0,0
2025-12-17 00:00:00+00:00,29,21,0,0
2025-12-18 00:00:00+00:00,26,18,0,0
2025-12-19 00:00:00+00:00,24,16,0,0
2025-12-20 00:00:00+00:00,29,20,0,0
2025-12-21 00:00:00+00:00,33,24,0,0
2025-12-22 00:00:00+00:00,29,19,0,0
2025-12-23 00:00:00+00:00,25,18,0,0
2025-12-24 00:00:00+00:00,17,11,0,0
2025-12-25 00:00:00+00:00,32,19,0,0
2025-12-26 00:00:00+00:00,31,18,0,0
2025-12-27 00:00:00+00:00,25,15,0,0
2025-12-28 00:00:00+00:00,24,13,0,0
2025-12-29 00:00:00+00:00,33,19,0,0
