time_iso8601,clones_total,clones_unique,views_total,views_unique
2026-07-16 00:00:00+00:00,24,15,1,1
2026-07-17 00:00:00+00:00,29,20,1,1
2026-07-18 00:00:00+00:00,25,14,3,3
2026-07-19 00:00:00+00:00,20,15,0,0
2026-07-20 00:00:00+00:00,28,20,0,0
2026-07-21 00:00:00+00:00,42,22,2,2
2026-07-22 00:00:00+00:00,24,19,4,3
2026-07-23 00:00:00+00:00,23,15,4,4
2026-07-24 00:00:00+00:00,21,19,0,0
2026-07-25 00:00:00+00:00,13,11,4,4
2026-07-26 00:00:00+00:00,19,9,3,3
2026-07-27 00:00:00+00:00,15,10,1,1
2026-07-28 00:00:00+00:00,37,24,0,0
2026-07-29 00:00:00+00:00,9,4,0,0
