time_iso8601,clones_total,clones_unique,views_total,views_unique
2026-09-09 00:00:00+00:00,31,20,0,0
2026-09-10 00:00:00+00:00,24,18,1,1
2026-09-11 00:00:00+00:00,48,30,0,0
2026-09-12 00:00:00+00:00,14,11,0,0
2026-09-13 00:00:00+00:00,21,13,0,0
2026-09-14 00:00:00+00:00,12,10,2,2
2026-09-15 00:00:00+00:00,42,27,0,0
2026-09-16 00:00:00+00:00,28,23,1,1
2026-09-17 00:00:00+00:00,38,25,0,0
2026-09-18 00:00:00+00:00,39,26,0,0
2026-09-19 00:00:00+00:00,58,39,2,2
2026-09-20 00:00:00+00:00,22,16,0,0
2026-09-21 00:00:00+00:00,13,6,1,1
2026-09-22 00:00:00+00:00,46,26,0,0
