time_iso8601,clones_total,clones_unique,views_total,views_unique
2026-01-29 00:00:00+00:00,39,24,0,0
2026-01-30 00:00:00+00:00,37,25,0,0
2026-01-31 00:00:00+00:00,46,30,0,0
2026-02-01 00:00:00+00:00,32,19,1,1
2026-02-02 00:00:00+00:00,41,27,0,0
2026-02-03 00:00:00+00:00,42,28,0,0
2026-02-04 00:00:00+00:00,145,77,0,0
2026-02-05 00:00:00+00:00,39,20,0,0
2026-02-06 00:00:00+00:00,39,19,0,0
2026-02-07 00:00:00+00:00,50,28,3,1
2026-02-08 00:00:00+00:00,52,28,1,1
2026-02-09 00:00:00+00:00,39,20,2,2
2026-02-10 00:00:00+00:00,45,21,0,0
2026-02-11 00:00:00+00:00,48,25,1,1
