time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-08-30 00:00:00+00:00,21,13,,
2025-08-31 00:00:00+00:00,18,11,,
2025-09-01 00:00:00+00:00,20,12,4.0,1.0
2025-09-02 00:00:00+00:00,17,9,,
2025-09-03 00:00:00+00:00,15,7,,
2025-09-04 00:00:00+00:00,15,6,,
2025-09-05 00:00:00+00:00,13,6,,
2025-09-06 00:00:00+00:00,63,33,,
2025-09-07 00:00:00+00:00,11,6,,
2025-09-08 00:00:00+00:00,18,10,,
2025-09-09 00:00:00+00:00,15,8,,
2025-09-10 00:00:00+00:00,21,11,,
2025-09-11 00:00:00+00:00,18,11,,
2025-09-12 00:00:00+00:00,18,11,,
