time_iso8601,clones_total,clones_unique,views_total,views_unique
2026-01-30 00:00:00+00:00,,,0.0,0.0
2026-01-31 00:00:00+00:00,,,0.0,0.0
2026-02-01 00:00:00+00:00,,,1.0,1.0
2026-02-02 00:00:00+00:00,41.0,27.0,0.0,0.0
2026-02-03 00:00:00+00:00,42.0,28.0,0.0,0.0
2026-02-04 00:00:00+00:00,145.0,77.0,0.0,0.0
2026-02-05 00:00:00+00:00,39.0,20.0,0.0,0.0
2026-02-06 00:00:00+00:00,39.0,19.0,0.0,0.0
2026-02-07 00:00:00+00:00,50.0,28.0,3.0,1.0
2026-02-08 00:00:00+00:00,52.0,28.0,1.0,1.0
2026-02-09 00:00:00+00:00,39.0,20.0,2.0,2.0
2026-02-10 00:00:00+00:00,45.0,21.0,0.0,0.0
2026-02-11 00:00:00+00:00,48.0,25.0,1.0,1.0
2026-02-12 00:00:00+00:00,49.0,26.0,1.0,1.0
2026-02-13 00:00:00+00:00,59.0,26.0,,
2026-02-14 00:00:00+00:00,55.0,28.0,,
2026-02-15 00:00:00+00:00,51.0,25.0,,
