time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-09-13 00:00:00+00:00,16,9,,
2025-09-14 00:00:00+00:00,19,12,,
2025-09-15 00:00:00+00:00,14,7,,
2025-09-16 00:00:00+00:00,16,10,,
2025-09-17 00:00:00+00:00,19,10,,
2025-09-18 00:00:00+00:00,15,8,1.0,1.0
2025-09-19 00:00:00+00:00,13,8,,
2025-09-20 00:00:00+00:00,23,15,,
2025-09-21 00:00:00+00:00,17,10,,
2025-09-22 00:00:00+00:00,15,7,,
2025-09-23 00:00:00+00:00,19,12,,
2025-09-24 00:00:00+00:00,21,12,,
2025-09-25 00:00:00+00:00,18,10,,
2025-09-26 00:00:00+00:00,17,9,1.0,1.0
