time_iso8601,clones_total,clones_unique,views_total,views_unique
2026-08-02 00:00:00+00:00,77,41,5,5
2026-08-03 00:00:00+00:00,28,20,1,1
2026-08-04 00:00:00+00:00,27,19,0,0
2026-08-05 00:00:00+00:00,32,16,2,2
2026-08-06 00:00:00+00:00,32,19,0,0
2026-08-07 00:00:00+00:00,18,13,0,0
2026-08-08 00:00:00+00:00,7,5,0,0
2026-08-09 00:00:00+00:00,24,14,0,0
2026-08-10 00:00:00+00:00,32,22,0,0
2026-08-11 00:00:00+00:00,17,12,3,3
2026-08-12 00:00:00+00:00,40,16,0,0
2026-08-13 00:00:00+00:00,23,14,0,0
2026-08-14 00:00:00+00:00,20,10,0,0
2026-08-15 00:00:00+00:00,19,9,1,1
